commodity,missing_close,min_close,max_close,min_return,max_return
Brent Crude Oil,0,19.32999992370605,146.0800018310547,-0.2440359736250307,0.3154657395857381
Crude Oil,0,-37.630001068115234,145.2899932861328,-3.059660652724544,0.37662331847024166
Heating Oil,0,0.4999000132083893,5.13539981842041,-0.21927754332750926,0.1315313634885975
Natural Gas,0,1.4819999933242798,15.378000259399414,-0.2595371048958809,0.46481176972812
RBOB Gasoline,0,0.4117999970912933,4.276199817657471,-0.319788603383681,0.25102888974051374
